t,joint1,joint2,joint3,joint4,x,y,z,roll_deg,pitch_deg,yaw_deg,base_frame,tool_frame
1772140969.1139348,-0.050009921545535185,0.001189494876067343,0.4467839304393504,-0.0581080057208343,0.14774682648428225,-0.006794353295487444,0.1507620240381724,-1.0745579315394758e-16,22.337643120866577,-2.865357438339529,link1,link5
